,Lot Area,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Bsmt Qual,Bsmt Exposure,BsmtFin SF 1,Total Bsmt SF,Heating QC,1st Flr SF,Gr Liv Area,Kitchen Qual,Functional,Fireplaces,Fireplace Qu,Garage Area,Land Contour_HLS,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_StoneBr,Roof Style_Hip,Exterior 1st_BrkFace,Sale Type_New,bath_agg,Id,SalePrice
485,7200,5,1955,2007,0.0,1,0,1,0.0,0.0,4,827,827,2,4,1,-1,392.0,0,0,0,0,0,0,0,1.0,155,107500.0
486,6300,6,1914,2001,0.0,1,2,1,0.0,742.0,4,742,1484,2,7,1,3,0.0,0,0,0,0,0,0,0,2.0,1318,128000.0
487,5232,5,1925,2004,0.0,1,1,1,0.0,680.0,3,764,764,2,7,0,0,504.0,0,0,0,0,0,0,0,1.0,1285,73000.0
488,11846,9,2003,2004,562.0,2,4,3,1567.0,1792.0,4,1792,1792,4,7,1,3,874.0,1,0,1,0,1,0,0,3.0,2400,374000.0
489,16900,8,2001,2002,1110.0,2,4,2,1075.0,1479.0,4,1515,2649,3,7,1,2,746.0,0,0,1,0,0,0,0,4.0,1068,421250.0
490,9636,6,1992,1993,0.0,1,3,1,0.0,808.0,3,808,1593,2,7,1,2,389.0,0,0,0,0,0,0,0,3.0,361,178000.0
491,10012,4,1972,1972,0.0,1,3,2,920.0,1138.0,2,1181,1181,2,7,0,0,588.0,0,0,0,0,0,0,0,3.0,1493,137500.0
492,14303,8,1994,1994,554.0,2,3,3,1314.0,1986.0,4,1987,1987,3,7,1,2,691.0,0,1,0,0,1,0,0,3.0,1110,301500.0
493,5707,6,1935,1950,0.0,1,2,1,0.0,583.0,3,647,1242,2,7,1,3,180.0,0,0,0,0,0,0,0,2.0,911,105000.0
494,9360,6,1968,2004,203.0,1,2,2,760.0,976.0,2,976,976,3,7,1,1,504.0,0,0,0,0,1,0,0,2.0,2535,157500.0
495,5680,5,1901,1950,0.0,1,2,1,0.0,969.0,2,969,1214,2,7,0,0,216.0,0,0,0,0,0,0,0,1.0,2030,117000.0
496,7000,5,1962,1962,0.0,1,2,1,468.0,864.0,3,864,864,2,7,0,0,336.0,0,0,0,0,0,0,0,2.0,2634,105000.0
497,10480,6,1936,1950,0.0,1,2,1,0.0,1064.0,4,1166,1639,2,2,0,0,240.0,0,0,0,0,0,0,0,1.0,1530,115000.0
498,11578,9,2008,2008,302.0,3,4,1,0.0,1736.0,4,1736,1736,4,7,1,3,834.0,0,0,1,0,0,0,0,2.0,435,360000.0
499,7018,5,1979,1979,0.0,1,0,1,0.0,0.0,2,1535,1535,2,7,0,0,400.0,0,0,0,0,0,0,0,2.0,812,118858.0
500,9130,6,1966,2000,252.0,1,2,1,400.0,800.0,3,800,1632,3,7,0,0,484.0,0,0,0,0,1,0,0,3.0,1202,173000.0
501,10800,3,1890,1998,0.0,1,2,1,0.0,630.0,2,725,725,2,7,0,0,320.0,0,0,0,0,0,0,0,2.0,666,78500.0
502,8244,7,2004,2004,0.0,2,3,1,0.0,840.0,4,840,1720,3,7,1,3,440.0,0,0,0,0,0,0,0,3.0,1751,183500.0
503,6000,4,1953,1953,0.0,0,1,1,0.0,936.0,2,936,936,2,5,0,0,576.0,0,0,0,0,0,0,0,1.0,705,93000.0
504,3621,8,2003,2003,72.0,2,3,3,1084.0,1406.0,4,1589,1589,3,7,1,2,630.0,0,0,0,0,1,0,0,3.0,1744,226500.0
505,7837,6,1993,1994,0.0,2,3,1,0.0,799.0,3,799,1571,2,7,1,2,380.0,0,0,0,0,0,0,0,3.0,357,178000.0
506,10665,7,2003,2003,167.0,2,3,2,1013.0,1453.0,4,1479,1479,3,7,0,0,558.0,0,0,0,0,0,0,0,3.0,2133,226000.0
507,10457,5,1969,1969,178.0,2,2,3,496.0,784.0,4,784,1632,2,7,1,2,898.0,0,0,0,0,0,0,0,2.0,989,173000.0
508,8281,5,1965,1965,0.0,1,2,1,553.0,864.0,3,864,864,2,7,1,-1,360.0,0,0,0,0,0,0,0,1.0,562,62383.0
509,14948,9,2008,2008,268.0,3,4,2,1330.0,1452.0,4,1476,2713,4,7,1,3,858.0,0,0,1,0,1,0,1,4.0,1054,446261.0
510,7000,7,1926,1997,0.0,1,2,1,424.0,624.0,4,743,1479,3,7,2,3,312.0,0,0,0,0,0,0,0,2.0,2850,160000.0
511,3940,7,2004,2004,24.0,2,3,1,1087.0,1393.0,4,1576,1576,3,7,1,2,668.0,0,0,0,0,1,0,0,3.0,1082,219990.0
512,9382,7,1999,2000,125.0,2,3,1,0.0,1468.0,4,1479,1479,3,7,0,0,577.0,0,0,0,0,0,0,0,2.0,1440,191000.0
513,6854,5,1925,1994,0.0,1,2,1,317.0,756.0,2,916,1060,2,4,1,3,308.0,0,0,0,0,0,0,0,2.0,2006,136500.0
514,11515,4,1958,1994,0.0,1,0,1,0.0,0.0,2,943,943,3,5,0,0,308.0,0,0,0,0,0,0,0,1.0,2082,80000.0
515,13837,7,1988,1988,178.0,2,3,1,1002.0,1204.0,3,1377,2183,3,7,0,0,786.0,0,0,0,0,0,0,0,3.0,2344,229000.0
516,9938,7,1993,1994,246.0,2,3,1,750.0,1050.0,4,1062,1949,3,7,1,2,574.0,0,0,0,0,0,0,0,4.0,248,236000.0
517,12633,10,2006,2007,242.0,3,4,3,0.0,1824.0,4,1824,1824,4,7,1,3,932.0,1,0,0,0,1,0,1,2.0,2276,392000.0
518,6876,6,1927,1950,0.0,1,2,1,522.0,720.0,1,1146,1930,2,7,0,0,316.0,0,0,0,0,0,0,0,3.0,755,149000.0
519,3951,10,1998,1999,0.0,3,3,2,128.0,970.0,4,1469,2393,4,7,1,2,846.0,0,0,0,0,0,1,0,4.0,1178,345000.0
520,9856,5,1900,2005,0.0,2,1,1,0.0,716.0,4,1007,2014,2,7,0,0,624.0,0,0,0,0,1,0,0,2.0,2636,169000.0
521,17808,4,1946,1950,0.0,1,2,1,0.0,484.0,2,1242,1242,2,4,0,0,336.0,0,0,0,0,0,0,0,1.0,2077,109900.0
522,9627,7,1993,1994,94.0,1,3,2,758.0,996.0,4,996,2000,2,7,1,2,650.0,0,0,0,0,0,0,0,3.0,2930,188000.0
523,6000,6,1939,1950,0.0,1,2,1,0.0,780.0,4,825,1412,2,7,1,3,280.0,0,0,0,0,0,0,0,1.0,737,132500.0
524,9757,5,1994,1994,0.0,1,2,1,755.0,990.0,4,990,990,2,7,0,0,440.0,0,0,0,0,0,0,0,2.0,837,143000.0
525,9280,5,1951,1951,0.0,1,1,1,557.0,1342.0,4,1342,1342,2,7,0,0,256.0,0,0,0,0,0,0,0,2.0,2086,125000.0
526,14780,9,2005,2005,568.0,3,4,3,1505.0,1868.0,4,1868,1868,4,7,1,3,1085.0,1,0,1,0,1,0,0,3.0,2385,415000.0
527,7740,4,1910,1950,0.0,1,1,1,0.0,622.0,3,741,1363,2,7,0,0,528.0,0,0,0,0,0,0,0,1.0,189,125500.0
528,9600,6,1958,1988,183.0,1,2,1,620.0,1240.0,3,1632,1632,2,6,1,3,338.0,0,0,0,0,1,0,0,3.0,635,139000.0
529,13478,10,2008,2008,420.0,3,4,3,1338.0,1722.0,4,1728,2296,4,7,1,3,842.0,0,0,1,0,0,0,0,4.0,432,451950.0
530,10926,5,1959,1959,74.0,1,2,1,0.0,1678.0,2,1678,1678,2,7,0,0,0.0,0,0,0,0,1,0,0,2.0,900,119900.0
531,6853,8,2001,2002,136.0,2,4,1,1005.0,1267.0,4,1296,1296,3,7,0,0,471.0,0,0,0,0,0,0,0,3.0,966,220000.0
532,10667,6,1971,1971,302.0,1,2,1,838.0,1587.0,2,1587,1587,2,7,1,3,525.0,0,0,0,0,0,0,0,2.0,1612,167300.0
533,8212,5,1941,1950,0.0,1,2,1,626.0,720.0,4,854,1298,2,7,2,3,256.0,0,0,0,0,0,0,0,1.0,904,122000.0
534,9100,5,1963,1963,336.0,1,2,1,1332.0,1728.0,2,1728,1728,2,7,0,0,504.0,0,0,0,0,0,0,0,3.0,2487,125000.0
535,6000,5,1957,1957,0.0,1,2,1,308.0,928.0,3,928,928,2,7,0,0,288.0,0,0,0,0,1,1,0,1.0,1304,112500.0
536,9316,7,2005,2006,0.0,2,3,3,0.0,879.0,4,879,1795,3,7,0,0,578.0,0,0,0,0,0,0,0,3.0,2112,191000.0
537,9464,6,1958,1958,135.0,1,2,1,570.0,1080.0,3,1080,1080,2,7,0,0,288.0,0,0,0,0,1,0,0,1.0,1244,136000.0
538,10400,7,1998,1998,0.0,1,3,2,0.0,866.0,4,866,1779,3,7,0,0,546.0,0,0,0,0,0,0,0,3.0,843,197900.0
539,5310,6,1910,2003,0.0,1,2,1,0.0,485.0,3,1001,1635,3,7,0,0,255.0,0,0,0,0,1,0,0,1.0,2689,117000.0
540,7406,7,2006,2006,84.0,2,3,2,684.0,1199.0,4,1220,1220,3,7,0,0,632.0,0,0,0,0,0,0,1,3.0,2753,194000.0
541,4538,9,2001,2001,179.0,2,4,2,1004.0,1310.0,4,1310,1310,3,7,1,2,545.0,0,0,0,0,0,0,0,3.0,1169,285000.0
542,10106,5,1940,1999,0.0,1,2,1,351.0,644.0,3,808,1355,2,7,0,0,0.0,0,0,0,0,0,0,0,3.0,1376,127500.0
543,13346,7,1992,2000,0.0,2,3,1,728.0,1095.0,4,1166,2295,3,7,1,2,590.0,0,1,0,0,0,0,0,4.0,2503,268000.0
544,9639,4,1900,1950,0.0,1,2,1,0.0,1075.0,4,1156,1798,2,7,0,0,342.0,0,0,0,0,0,0,0,3.0,1987,137000.0
545,15387,7,1967,1967,0.0,1,2,1,603.0,1620.0,4,1620,1620,3,7,1,3,578.0,0,0,0,0,0,0,0,2.0,1190,215000.0
546,10050,5,1955,1955,0.0,1,2,1,288.0,1216.0,2,1216,1216,2,7,0,0,336.0,0,0,0,0,1,0,0,2.0,1930,129500.0
547,6240,5,1936,1950,0.0,1,3,1,0.0,896.0,3,896,1344,2,7,0,0,240.0,0,0,0,0,0,0,0,1.0,2677,115000.0
548,7506,5,1925,1950,0.0,1,2,1,0.0,747.0,2,747,1159,2,7,0,0,288.0,0,0,0,0,0,0,0,1.0,1256,114000.0
549,8900,4,1966,1966,0.0,1,2,1,1056.0,1056.0,2,1056,1056,2,7,0,0,384.0,0,0,0,0,0,0,0,2.0,2484,107000.0
550,8480,5,1947,1950,0.0,1,2,1,442.0,832.0,2,832,1216,2,7,0,0,336.0,0,0,0,0,0,0,0,1.0,1253,118500.0
551,6000,6,1929,1950,0.0,1,2,1,0.0,862.0,2,950,1158,2,7,1,3,208.0,0,0,0,0,0,0,0,1.0,1337,120000.0
552,8847,8,2005,2005,148.0,2,3,2,769.0,1538.0,4,1538,1538,3,7,0,0,484.0,0,0,0,0,0,0,0,3.0,1788,260000.0
553,8050,5,1959,1959,150.0,1,2,1,856.0,1143.0,2,1143,1143,2,7,0,0,308.0,0,0,0,0,1,0,0,2.0,141,136000.0
554,8294,4,1971,1971,0.0,1,2,1,0.0,858.0,2,872,872,2,7,0,0,480.0,0,0,0,0,0,0,0,1.0,1669,123000.0
555,7920,6,1920,1950,0.0,1,2,1,0.0,319.0,2,1035,1406,1,7,0,0,0.0,0,0,0,0,0,0,0,1.0,1366,89500.0
556,18494,6,2005,2005,0.0,2,3,1,0.0,1324.0,4,1324,1324,3,7,0,0,430.0,0,0,0,0,0,0,0,2.0,52,199500.0
557,7162,5,1966,1966,41.0,1,2,1,0.0,876.0,2,904,904,2,7,0,0,408.0,0,0,0,0,0,0,0,1.0,1380,109900.0
558,10918,7,1926,2004,0.0,2,3,1,0.0,1276.0,4,1276,2080,3,7,2,3,282.0,0,0,0,0,0,0,0,2.0,919,234000.0
559,4435,6,2004,2004,169.0,2,3,2,662.0,848.0,4,848,848,3,7,1,3,420.0,0,0,0,0,0,0,0,2.0,2804,155900.0
560,11250,4,1957,1989,0.0,1,2,2,0.0,1104.0,4,1104,1788,2,5,2,2,304.0,0,0,0,0,0,0,0,2.0,782,161500.0
561,14375,6,1958,1958,541.0,1,2,1,111.0,819.0,3,1344,1344,3,7,1,3,525.0,0,0,0,0,0,0,0,2.0,956,137500.0
562,9045,5,1910,1950,0.0,1,2,2,0.0,840.0,1,1128,2256,1,7,0,0,0.0,0,0,0,0,0,0,0,2.0,187,76500.0
563,10029,6,1988,1989,268.0,2,3,1,831.0,1151.0,2,1164,2060,2,7,1,2,521.0,0,0,0,0,0,0,0,4.0,2074,211000.0
564,4060,6,1998,1999,0.0,2,3,1,266.0,1405.0,4,1337,1337,3,7,0,0,511.0,0,0,0,0,0,0,0,3.0,1039,181000.0
565,9020,6,1966,1966,183.0,1,2,3,312.0,1127.0,2,1165,1165,2,7,0,0,490.0,0,0,0,0,0,0,0,3.0,1210,174900.0
566,11777,5,1966,1966,97.0,1,2,2,328.0,1164.0,4,1320,1320,2,7,2,1,564.0,0,0,0,0,0,0,0,2.0,2710,164500.0
567,10171,7,2004,2004,168.0,2,3,1,2.0,1517.0,4,1535,1535,3,7,0,0,532.0,0,0,1,0,0,0,0,2.0,44,214000.0
568,10400,7,1980,1988,280.0,1,3,2,0.0,738.0,2,1277,2044,2,6,1,2,489.0,0,0,0,0,0,0,0,3.0,1026,185000.0
569,6240,4,1929,1950,0.0,1,2,1,80.0,704.0,4,624,1136,2,7,0,0,336.0,0,0,0,0,0,0,0,2.0,1343,123000.0
570,12150,6,1979,1979,0.0,1,3,2,1001.0,1001.0,2,1299,1299,3,7,1,-1,486.0,0,0,0,0,0,0,0,3.0,2248,183500.0
571,2645,8,1999,2000,456.0,2,3,1,0.0,776.0,4,764,1441,3,7,0,0,492.0,0,0,0,0,0,0,0,3.0,1849,174000.0
572,22692,5,1953,1953,0.0,1,2,1,587.0,1073.0,2,1630,1630,2,4,1,2,649.0,0,0,0,0,0,0,0,2.0,2076,130000.0
573,9600,7,1925,1990,0.0,1,2,1,16.0,728.0,4,832,1641,4,7,1,3,546.0,0,0,0,0,0,0,0,3.0,2641,178000.0
574,13830,5,1997,1998,0.0,1,3,1,791.0,928.0,3,928,1629,2,7,1,2,482.0,0,0,0,0,0,0,0,3.0,5,189900.0
575,4435,6,2003,2004,170.0,2,3,2,685.0,848.0,4,848,848,3,7,0,0,420.0,0,0,0,0,0,0,0,2.0,878,144000.0
576,5890,6,1930,2007,0.0,2,2,2,538.0,816.0,4,816,816,2,7,0,0,432.0,0,0,0,0,0,0,0,1.0,1548,120500.0
577,10859,5,1994,1995,0.0,1,3,1,0.0,1097.0,4,1097,1097,2,7,0,0,672.0,0,0,0,0,0,0,0,2.0,841,145000.0
578,5330,8,2000,2000,0.0,2,3,2,1196.0,1494.0,4,1652,1652,4,7,0,0,499.0,0,0,0,1,0,0,0,3.0,1621,251000.0
579,10778,4,1968,1968,0.0,1,2,1,0.0,1768.0,2,1768,1768,2,7,0,0,0.0,0,0,0,0,1,0,0,2.0,218,136500.0
580,6845,4,1955,1955,58.0,1,0,1,0.0,0.0,2,1152,1152,2,7,0,0,0.0,0,0,0,0,0,0,0,2.0,1504,82500.0
581,21780,2,1910,1950,0.0,0,0,1,0.0,0.0,2,810,810,2,6,0,0,280.0,0,0,0,0,0,0,0,1.0,946,57625.0
582,10307,7,2007,2008,176.0,2,3,1,876.0,1350.0,4,1358,1358,3,7,1,3,484.0,0,0,1,0,0,0,0,3.0,455,212500.0
583,4500,6,1998,1998,116.0,1,4,1,897.0,1216.0,4,1216,1216,2,7,0,0,402.0,0,0,0,0,1,0,0,3.0,2906,164000.0
584,9060,6,1957,1957,327.0,1,2,1,0.0,967.0,3,967,1638,3,7,0,0,384.0,0,0,0,0,0,0,0,2.0,2878,139000.0
585,2160,7,1999,2000,212.0,2,3,1,510.0,600.0,4,624,1252,3,7,0,0,462.0,0,0,0,0,0,0,0,4.0,1173,160000.0
586,7669,5,1992,1993,0.0,1,3,2,718.0,828.0,2,883,883,2,7,1,1,698.0,0,0,0,0,0,0,0,2.0,985,149000.0
587,9858,5,1968,1968,0.0,1,2,1,510.0,864.0,2,874,874,2,7,0,0,288.0,0,0,0,0,0,0,0,2.0,975,130000.0
588,10300,7,1921,1950,0.0,1,2,1,0.0,576.0,3,902,1710,2,7,0,0,480.0,0,0,0,0,0,0,0,2.0,202,140000.0
589,8125,8,2008,2009,288.0,2,3,1,0.0,1836.0,4,1836,1836,3,7,1,3,517.0,0,0,0,0,1,0,1,2.0,528,264500.0
590,14850,5,1957,1957,0.0,1,2,1,895.0,1092.0,2,1092,1092,2,7,1,2,299.0,0,0,0,0,0,0,0,2.0,2579,141000.0
591,4274,7,2006,2007,0.0,2,3,1,1106.0,1241.0,4,1241,1241,3,7,0,0,569.0,0,0,0,0,0,0,1,3.0,1841,199900.0
592,9650,6,1977,1977,360.0,1,3,1,686.0,1350.0,2,1334,1334,2,7,1,2,630.0,0,0,0,0,0,0,0,3.0,591,167900.0
593,14585,6,1960,1987,85.0,1,2,1,594.0,1144.0,4,1429,1429,3,7,2,3,572.0,0,0,0,0,0,0,0,2.0,1897,181900.0
594,9000,8,2008,2008,36.0,2,3,2,1078.0,1566.0,4,1566,1566,3,7,0,0,750.0,0,0,0,0,0,0,0,3.0,70,262500.0
595,13774,7,1977,1992,283.0,1,3,1,432.0,908.0,4,1316,2288,3,7,2,2,520.0,0,0,0,0,1,0,0,3.0,590,230000.0
596,5119,9,1999,2000,60.0,2,4,2,1238.0,1698.0,4,1709,1709,3,7,1,2,506.0,0,0,0,0,0,0,0,3.0,1172,328900.0
597,9254,8,2005,2005,210.0,2,3,1,119.0,1721.0,4,1721,1721,3,7,0,0,554.0,0,0,1,0,0,0,0,3.0,1714,232698.0
598,10324,8,2008,2008,140.0,2,3,2,872.0,1254.0,4,1254,1254,3,7,0,0,810.0,0,0,0,0,0,0,0,3.0,829,221800.0
599,8375,5,1941,1973,0.0,1,2,1,336.0,576.0,3,864,1350,3,6,0,0,627.0,0,0,0,0,0,0,0,3.0,1397,152400.0
600,9750,7,2000,2001,171.0,2,3,1,0.0,1630.0,4,1630,1630,3,7,1,2,451.0,0,0,0,0,0,0,0,2.0,877,213000.0
601,7632,7,2005,2005,96.0,2,3,1,0.0,784.0,4,831,1585,3,7,0,0,449.0,0,0,0,0,0,0,0,3.0,2477,184900.0
602,15750,5,1953,1953,56.0,1,2,2,841.0,1165.0,2,1336,1336,2,7,2,3,375.0,0,0,0,0,1,0,0,2.0,2871,157000.0
603,9240,5,1962,2002,0.0,1,2,1,612.0,864.0,3,1211,1211,2,6,1,2,576.0,0,0,0,0,1,0,0,1.0,2489,144000.0
604,10400,6,1979,1999,253.0,1,3,1,903.0,1259.0,4,1353,1353,2,7,1,2,478.0,0,0,0,0,0,0,0,3.0,1655,192350.0
605,8800,7,1966,1966,202.0,1,2,1,654.0,1174.0,4,1200,1200,2,7,1,2,440.0,0,0,0,0,1,0,0,3.0,1891,163500.0
606,11839,7,1990,1990,99.0,1,3,1,1085.0,1475.0,4,1532,2329,3,7,1,4,514.0,0,0,0,0,1,0,0,4.0,1419,262280.0
607,9135,7,2002,2003,113.0,2,3,2,810.0,1536.0,4,1536,1536,3,7,0,0,532.0,0,0,0,0,0,0,0,3.0,1473,214000.0
608,14115,6,1956,2004,0.0,1,2,1,296.0,1073.0,4,1811,1811,4,7,1,3,470.0,0,0,0,0,0,0,0,1.0,2868,230000.0
609,14154,7,2006,2006,350.0,2,4,1,0.0,1063.0,4,1071,2172,3,7,1,3,947.0,0,0,1,0,0,0,1,3.0,1695,280000.0
610,6565,4,1957,1980,0.0,1,2,1,967.0,1073.0,3,1073,1073,2,7,0,0,720.0,0,0,0,0,0,0,0,2.0,2244,140000.0
611,7700,6,1966,1966,351.0,1,2,1,0.0,756.0,2,1051,1839,2,7,1,2,442.0,0,0,0,0,0,0,0,2.0,169,155000.0
612,4761,3,1918,1950,0.0,0,2,1,0.0,1020.0,1,1020,1020,1,7,0,0,0.0,0,0,0,0,0,0,0,1.0,2670,64500.0
613,12361,6,1993,1993,85.0,2,3,1,860.0,946.0,4,964,1802,3,7,1,3,1017.0,0,0,0,0,0,0,0,4.0,247,218000.0
614,9720,5,1977,1977,51.0,1,2,2,755.0,995.0,2,1009,1009,2,7,1,1,576.0,0,0,0,0,0,0,0,2.0,2137,160000.0
615,8640,8,2007,2007,0.0,2,3,1,24.0,1338.0,4,1338,1338,3,7,0,0,598.0,0,0,0,0,0,0,1,2.0,1794,208900.0
616,47007,5,1959,1996,0.0,1,0,1,0.0,0.0,2,3820,3820,4,7,2,3,624.0,0,0,0,0,0,0,0,4.0,1498,284700.0
617,3180,7,2007,2007,0.0,2,3,1,0.0,689.0,4,703,1392,3,7,0,0,540.0,0,0,0,0,0,0,0,2.0,1164,146000.0
618,14963,8,1996,1996,0.0,2,3,1,786.0,1260.0,4,1288,1288,4,7,2,3,500.0,0,0,0,0,0,1,0,3.0,1179,245500.0
619,5000,6,1926,1950,0.0,1,2,1,0.0,992.0,4,1013,1013,2,7,0,0,160.0,0,0,0,0,0,0,0,1.0,1340,113000.0
620,16870,8,2004,2005,238.0,2,4,3,1531.0,1782.0,4,1782,1782,3,7,2,3,932.0,0,0,1,0,1,0,0,3.0,436,296000.0
621,14157,9,2005,2006,200.0,2,4,3,1249.0,1922.0,4,1922,1922,3,7,1,3,676.0,1,0,0,1,1,0,0,3.0,1636,377426.0
622,12456,10,2006,2007,230.0,3,4,3,1172.0,1700.0,4,1718,1718,4,7,1,3,786.0,0,0,1,0,1,0,0,3.0,421,337500.0
623,14836,10,2004,2005,730.0,3,4,3,2146.0,2492.0,4,2492,2492,4,7,1,4,949.0,1,0,1,0,1,0,0,4.0,457,552000.0
624,6956,4,1948,1950,0.0,1,1,2,0.0,624.0,4,624,936,2,7,0,0,265.0,0,0,0,0,0,0,0,1.0,2834,97900.0
625,7862,6,2009,2009,0.0,2,3,1,27.0,1218.0,4,1218,1218,3,7,0,0,676.0,0,0,0,0,0,0,1,2.0,517,208300.0
626,11050,7,1996,1997,0.0,1,3,2,0.0,910.0,4,910,1820,3,7,1,2,816.0,0,0,0,0,0,0,0,3.0,1566,213000.0
627,8924,7,1998,1999,0.0,1,3,2,0.0,880.0,4,880,1724,3,7,0,0,527.0,0,0,0,0,0,0,0,3.0,1439,188000.0
628,9610,6,1958,1958,632.0,1,2,1,203.0,1121.0,4,1336,1336,2,7,1,2,488.0,0,0,0,0,1,0,0,2.0,2577,162000.0
629,13710,5,1950,1950,0.0,1,2,1,420.0,910.0,2,910,1558,2,7,0,0,282.0,0,0,0,0,0,0,0,2.0,2241,152000.0
630,12552,7,2004,2005,0.0,2,3,1,222.0,991.0,4,991,1947,3,7,1,3,678.0,0,0,0,0,0,0,0,3.0,71,254900.0
631,14565,7,1994,1995,145.0,2,3,2,537.0,832.0,4,832,1657,3,7,0,0,483.0,0,0,0,0,0,0,0,3.0,1143,189000.0
632,18559,7,1978,1978,383.0,2,3,1,1206.0,2048.0,2,2064,2064,3,7,2,1,550.0,0,0,0,0,1,0,0,3.0,1021,235000.0
633,10880,5,1950,1950,0.0,1,2,1,1040.0,1164.0,2,1164,1164,2,7,0,0,240.0,0,0,0,0,0,0,0,2.0,1416,125000.0
634,2280,7,1975,1975,0.0,1,3,1,0.0,836.0,4,836,836,2,7,0,0,308.0,0,0,0,0,0,0,0,1.0,35,120000.0
635,31250,1,1951,1951,0.0,1,0,1,0.0,0.0,2,1600,1600,2,4,0,0,270.0,0,0,0,0,0,0,0,2.0,2904,81500.0
636,11841,6,1990,1990,104.0,1,3,2,816.0,816.0,2,816,816,2,7,0,0,0.0,0,0,0,0,0,0,0,2.0,2174,118500.0
637,9187,9,2009,2009,162.0,3,4,2,1121.0,1766.0,4,1766,1766,4,7,1,3,478.0,0,0,0,0,0,0,1,4.0,522,370878.0
638,6270,5,1949,1950,0.0,1,2,1,284.0,1001.0,2,1001,2002,2,7,0,0,871.0,1,0,0,0,0,0,0,2.0,2211,145000.0
639,15660,7,1939,2006,312.0,2,2,1,341.0,798.0,4,1137,1954,3,7,2,2,431.0,0,0,0,0,0,0,0,3.0,1539,311500.0
640,3087,7,2006,2006,14.0,2,3,2,453.0,1220.0,4,1364,1364,3,7,1,3,437.0,0,0,0,0,0,0,1,3.0,2420,210250.0
641,13450,7,2002,2002,0.0,2,3,1,700.0,916.0,4,920,1861,3,7,0,0,492.0,0,0,0,0,0,0,0,4.0,2779,200000.0
642,10125,5,1977,1977,0.0,1,0,1,0.0,0.0,2,1302,1734,3,7,0,0,539.0,0,0,0,0,0,0,0,2.0,953,126000.0
643,8146,4,1900,2003,0.0,2,1,1,0.0,405.0,3,717,1039,2,7,0,0,281.0,0,0,0,0,0,0,0,1.0,658,114000.0
644,9600,4,1910,1950,0.0,2,1,1,0.0,677.0,2,833,1510,3,7,0,0,720.0,0,0,0,0,0,0,0,2.0,714,87500.0
645,12328,8,2005,2005,146.0,2,4,2,986.0,1149.0,4,1164,2541,4,7,1,3,729.0,0,0,0,1,1,0,0,5.0,1637,349265.0
646,10141,8,2004,2004,264.0,2,3,3,516.0,1512.0,4,1512,1512,3,7,0,0,845.0,0,0,0,0,0,0,0,2.0,538,203000.0
647,8529,7,2001,2001,0.0,2,3,1,20.0,1454.0,4,1434,1434,3,7,1,2,527.0,0,0,0,0,0,0,0,2.0,546,189000.0
648,8127,7,2003,2003,0.0,2,3,1,410.0,812.0,4,812,1653,3,7,0,0,628.0,0,0,0,0,0,0,0,4.0,533,209000.0
649,8400,6,1900,1950,0.0,1,1,2,0.0,917.0,3,1090,2007,4,7,0,0,357.0,0,0,0,0,0,0,0,2.0,718,160000.0
650,10751,5,1974,1974,44.0,1,1,3,787.0,1037.0,2,1037,1037,2,7,0,0,431.0,0,0,0,0,0,0,0,2.0,1830,129000.0
651,10010,5,1974,1975,0.0,1,3,2,1071.0,1389.0,3,1389,1389,2,7,1,2,418.0,0,0,0,0,0,0,0,2.0,2929,170000.0
652,4280,5,1913,2002,0.0,1,2,1,365.0,440.0,2,694,694,3,7,1,3,352.0,0,0,0,0,0,0,0,1.0,2207,90350.0
653,9600,6,1924,1950,0.0,1,2,1,0.0,572.0,1,572,1096,2,7,0,0,0.0,0,0,0,0,0,0,0,1.0,1417,79000.0
654,9800,5,1972,1972,0.0,1,2,1,894.0,894.0,2,894,894,2,7,0,0,552.0,0,0,0,0,0,0,0,2.0,2787,149900.0
655,7560,5,1971,1971,0.0,1,3,1,119.0,864.0,2,864,864,2,7,0,0,576.0,0,0,0,0,1,0,0,2.0,1037,123000.0
656,9600,4,1900,1950,0.0,1,2,1,0.0,1095.0,1,1095,1774,2,5,0,0,779.0,0,0,0,0,0,0,0,3.0,2659,87000.0
657,9880,6,1977,1977,0.0,1,2,2,522.0,1096.0,2,1118,1118,2,7,1,-1,358.0,0,0,0,0,0,0,0,2.0,1567,171000.0
658,9600,6,1950,1950,0.0,1,2,1,280.0,1032.0,2,1032,1252,2,7,0,0,288.0,0,0,0,0,0,0,0,1.0,1225,119000.0
659,7931,5,1959,1959,0.0,1,2,1,1148.0,1148.0,2,1148,1148,2,7,0,0,672.0,0,0,0,0,1,1,0,2.0,685,132500.0
660,5100,8,1925,1996,0.0,1,2,1,0.0,588.0,1,833,1666,3,7,1,3,228.0,0,0,0,0,1,0,0,1.0,1358,161000.0
661,9720,9,2001,2002,134.0,2,3,2,1194.0,1357.0,4,1366,1947,3,7,1,2,725.0,0,0,0,0,0,0,0,4.0,1461,274000.0
662,8521,5,1967,1967,0.0,1,2,1,842.0,912.0,2,912,912,2,7,1,1,336.0,0,0,0,0,0,0,0,1.0,221,125000.0
663,8741,5,1946,1950,0.0,1,2,1,0.0,1195.0,2,1195,1195,2,7,0,0,0.0,0,0,0,0,0,0,0,2.0,2187,98500.0
