,Id,PID,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Area,Garage Qual,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch SF,Screen Porch SF,Pool QC,Fence,Misc Val,Mo Sold,SalePrice,>4000SF,MS Zoning_C (all),MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Street_Pave,Alley_Grvl,Alley_Pave,Lot Shape_IR2,Lot Shape_IR3,Lot Shape_Reg,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Utilities_NoSeWa,Utilities_NoSewr,Lot Config_NotCulDSac,Land Slope_Mod,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 1_RRNe,Condition 1_RRNn,Condition 2_Feedr,Condition 2_Norm,Condition 2_PosA,Condition 2_PosN,Condition 2_RRAn,Condition 2_RRNn,Bldg Type_notTwnhsE,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Roof Matl_Not,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_PreCast,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_AsphShn,Exterior 2nd_Brk Cmn,Exterior 2nd_BrkFace,Exterior 2nd_CBlock,Exterior 2nd_ImStucc,Exterior 2nd_Other,Exterior 2nd_Plywood,Exterior 2nd_PreCast,Exterior 2nd_Stone,Exterior 2nd_Stucco,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkFace,Mas Vnr Type_CBlock,Mas Vnr Type_None,Mas Vnr Type_Stone,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Garage Type_Out,Misc Feature_Elev,Misc Feature_Gar2,Misc Feature_Othr,Misc Feature_Shed,Misc Feature_TenC,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD ,finished_Unf
166,1320,902401010,50,0.0,5700,7,7,1926,1950,0.0,1,2,4,2,2,1,1,0.0,1,0.0,572.0,572.0,2,1,4.0,572,539,0,1111,0.0,0.0,1,0,2,1,2,5,7,1,3,1982.0,1,288.0,2,2,0,0,176,0,0,0,5,0,8,116900.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
167,416,527455060,160,24.0,2289,6,6,1978,1978,0.0,1,2,2,2,2,1,5,311.0,1,0.0,544.0,855.0,2,1,4.0,855,586,0,1441,0.0,0.0,2,1,3,1,2,7,7,1,2,1978.0,1,440.0,2,2,28,0,0,0,0,0,5,0,4,148500.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
168,284,908226130,190,60.0,12180,4,4,1941,1950,0.0,1,1,1,3,2,1,4,348.0,1,0.0,324.0,672.0,1,0,3.0,672,252,0,924,1.0,0.0,1,0,2,1,1,5,7,0,0,1941.0,1,280.0,2,2,0,0,0,0,0,0,2,0,7,80000.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
169,1385,905108170,85,0.0,7400,5,5,1984,1984,0.0,1,2,4,3,2,2,2,104.0,5,956.0,0.0,1060.0,2,1,4.0,1126,0,0,1126,1.0,0.0,1,0,2,1,2,5,7,0,0,1984.0,1,506.0,2,2,178,0,0,0,0,0,5,0,3,152000.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
170,275,908102110,20,68.0,8842,5,6,1954,1954,0.0,1,3,2,1,2,1,1,0.0,1,0.0,381.0,381.0,4,1,4.0,992,0,0,992,0.0,0.0,1,0,3,1,2,6,7,0,0,1954.0,1,319.0,2,2,60,0,56,0,0,0,2,0,1,155891.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
171,2024,903401070,50,60.0,8850,6,7,1920,1950,0.0,1,3,4,2,2,1,1,0.0,1,0.0,768.0,768.0,4,1,4.0,752,624,0,1376,0.0,0.0,1,0,3,1,3,7,7,0,0,1977.0,1,576.0,2,1,0,54,144,0,0,0,5,0,2,165000.0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
172,68,528456160,20,92.0,9215,7,5,2009,2010,0.0,2,2,4,3,2,1,1,0.0,1,0.0,1218.0,1218.0,4,1,4.0,1218,0,0,1218,0.0,0.0,2,0,2,1,3,4,7,0,0,2009.0,2,676.0,2,2,0,136,0,0,0,0,5,0,4,204500.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
173,1910,534479140,70,79.0,9480,5,7,1942,1995,224.0,1,2,2,2,2,1,2,386.0,1,0.0,342.0,728.0,4,1,4.0,888,756,0,1644,0.0,0.0,1,1,3,1,3,7,7,2,3,1942.0,1,312.0,2,2,168,0,0,0,0,0,5,0,6,146500.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
174,381,527356040,20,82.0,11880,7,5,1978,1978,206.0,1,2,2,3,2,1,5,704.0,1,0.0,567.0,1271.0,2,1,4.0,1601,0,0,1601,0.0,0.0,2,0,3,1,2,7,7,1,2,1978.0,2,478.0,2,2,0,0,0,0,0,0,5,0,4,157000.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1323,902405070,70,60.0,10800,7,7,1890,1999,0.0,1,2,1,2,2,2,1,0.0,1,0.0,1313.0,1313.0,3,1,4.0,1313,1182,0,2495,0.0,0.0,2,0,5,1,2,10,7,1,3,1950.0,1,342.0,2,2,0,299,0,0,0,0,5,0,12,184000.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
176,2432,528235050,60,0.0,7861,6,5,2002,2003,0.0,2,2,4,3,2,1,6,457.0,1,0.0,326.0,783.0,4,1,4.0,807,702,0,1509,1.0,0.0,2,1,3,1,3,7,7,1,3,2002.0,3,393.0,2,2,100,75,0,0,0,0,5,0,6,183200.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
177,777,905200220,20,0.0,11616,5,5,1962,1962,116.0,1,2,2,2,2,1,2,170.0,4,670.0,252.0,1092.0,2,1,4.0,1092,0,0,1092,0.0,1.0,1,0,3,1,2,6,7,1,-1,1962.0,1,288.0,2,2,0,20,144,0,0,0,5,0,9,139000.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
178,1107,528365060,60,96.0,10542,7,5,1993,1994,651.0,2,2,4,3,2,3,6,1173.0,1,0.0,138.0,1311.0,4,1,4.0,1325,1093,0,2418,1.0,0.0,2,1,3,1,3,9,7,1,2,1993.0,2,983.0,2,2,250,154,216,0,0,0,5,0,8,341000.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
179,30,527451180,160,21.0,1680,6,5,1971,1971,504.0,1,2,2,2,2,1,3,156.0,1,0.0,327.0,483.0,2,1,4.0,483,504,0,987,0.0,0.0,1,1,2,1,2,5,7,0,0,1971.0,1,264.0,2,2,275,0,0,0,0,0,5,0,2,96000.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,282,908208020,20,80.0,8546,4,5,2003,2004,0.0,1,2,4,3,2,1,1,0.0,1,0.0,1121.0,1121.0,4,1,4.0,1121,0,0,1121,0.0,0.0,2,0,2,1,2,5,7,0,0,2003.0,2,440.0,2,2,132,64,0,0,0,0,5,0,3,140000.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
181,188,902402010,20,90.0,7407,6,7,1957,1996,0.0,1,2,2,2,2,1,6,600.0,1,0.0,312.0,912.0,2,1,3.0,1236,0,0,1236,1.0,0.0,1,0,2,1,2,6,7,0,0,1957.0,1,923.0,2,2,0,158,158,0,0,0,2,0,4,149700.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
182,2356,527376090,20,78.0,10140,5,6,1975,1975,0.0,1,2,2,3,2,1,5,788.0,1,0.0,268.0,1056.0,4,1,4.0,1074,0,0,1074,1.0,0.0,1,1,3,1,2,6,7,0,0,1975.0,2,495.0,2,2,0,88,0,0,0,0,2,0,7,153500.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
183,1554,910251050,20,80.0,14584,1,5,1952,1952,0.0,0,0,0,0,0,1,0,0.0,0,0.0,0.0,0.0,-1,0,3.0,733,0,0,733,0.0,0.0,1,0,2,1,1,4,-1,0,0,1952.0,1,487.0,1,0,0,0,0,0,0,0,5,0,2,13100.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
184,1464,907262030,60,65.0,8158,7,5,2003,2003,252.0,2,2,4,3,2,1,6,550.0,1,0.0,334.0,884.0,4,1,4.0,884,884,0,1768,1.0,0.0,2,1,3,1,3,8,7,0,0,2003.0,2,543.0,2,2,0,63,0,0,0,0,5,0,7,224900.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
185,2469,528488120,20,62.0,7500,7,5,2005,2005,0.0,2,2,4,3,2,1,1,0.0,1,0.0,1257.0,1257.0,4,1,4.0,1266,0,0,1266,0.0,0.0,2,0,3,1,3,6,7,1,2,2005.0,1,453.0,2,2,38,144,0,0,0,0,5,0,4,176000.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
186,1834,533130170,50,85.0,10678,8,5,1992,2000,337.0,2,2,4,3,2,1,6,700.0,1,0.0,983.0,1683.0,4,1,4.0,2129,743,0,2872,0.0,0.0,2,1,4,1,3,9,7,1,2,1992.0,3,541.0,2,2,0,33,0,0,0,0,5,0,4,285000.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
187,1779,528429110,20,49.0,15256,8,5,2007,2007,84.0,2,2,4,3,2,3,6,929.0,1,0.0,556.0,1485.0,4,1,4.0,1464,0,0,1464,1.0,0.0,2,0,3,1,3,6,7,0,0,2007.0,1,754.0,2,2,168,160,0,0,0,0,5,0,8,282922.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
188,2569,535125060,60,88.0,14200,7,6,1966,1966,309.0,1,2,2,2,2,1,3,445.0,1,0.0,479.0,924.0,4,1,4.0,1216,941,0,2157,0.0,0.0,2,1,4,1,3,8,7,2,3,1966.0,3,487.0,2,2,105,66,0,0,0,0,4,0,5,226000.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
189,2334,527212040,60,82.0,12438,8,5,2006,2006,466.0,3,2,4,4,3,1,1,0.0,1,0.0,1234.0,1234.0,4,1,4.0,1264,1312,0,2576,0.0,0.0,2,1,4,1,4,10,7,1,3,2006.0,3,666.0,2,2,324,100,0,0,0,0,5,0,7,361919.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
190,2330,527210030,60,59.0,16023,9,5,2005,2006,600.0,2,4,4,4,2,3,6,1218.0,1,0.0,180.0,1398.0,4,1,4.0,1414,1384,0,2798,1.0,0.0,3,1,3,1,4,11,7,1,3,2005.0,3,670.0,2,2,182,37,0,0,0,0,5,0,3,457347.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
191,2119,906475170,20,155.0,20064,8,6,1976,1976,0.0,2,2,2,3,3,3,2,51.0,6,915.0,0.0,966.0,4,1,4.0,1743,0,0,1743,2.0,0.0,0,1,0,1,3,5,7,2,1,1976.0,3,529.0,2,2,646,0,0,0,0,0,5,0,5,279000.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
192,988,924100040,20,0.0,9819,6,5,1977,1977,0.0,1,2,4,2,2,3,5,1567.0,1,0.0,0.0,1567.0,2,1,4.0,1567,0,0,1567,1.0,0.0,2,0,2,1,3,5,7,2,2,1977.0,2,714.0,2,2,264,32,0,0,0,0,5,0,5,196000.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
193,382,527359050,20,80.0,10400,7,5,1976,1976,189.0,1,2,2,3,2,1,1,0.0,1,0.0,1090.0,1090.0,2,1,4.0,1370,0,0,1370,0.0,0.0,2,0,3,1,2,6,7,1,2,1976.0,2,479.0,2,2,0,0,0,0,0,0,2,0,6,152000.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
194,670,535402330,90,91.0,11643,5,5,1969,1969,368.0,1,2,2,2,2,1,2,500.0,1,0.0,748.0,1248.0,2,1,4.0,1338,1296,0,2634,1.0,1.0,2,2,6,2,2,12,7,0,0,1969.0,1,968.0,2,2,0,0,0,0,0,0,5,0,8,200000.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
195,2760,906392120,20,78.0,11645,8,5,2005,2006,198.0,2,2,4,4,2,3,6,1122.0,1,0.0,448.0,1570.0,4,1,4.0,1590,0,0,1590,1.0,0.0,2,1,2,1,4,6,7,0,0,2005.0,3,754.0,2,2,176,80,0,0,0,0,5,0,8,294900.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
